Sub	Trial	Color	Period	Session	Path
63	2	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\63_2.bdf
63	3	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\63_3.bdf
63	1	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\63_1.bdf
63	2	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\63_2.bdf
63	3	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\63_3.bdf
63	1	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\63_1.bdf
63	2	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\63_2.bdf
63	3	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\63_3.bdf
63	1	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\63_1.bdf
63	2	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\63_2.bdf
63	3	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\63_3.bdf
63	1	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\63_1.bdf
63	2	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\63_2.bdf
63	3	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\63_3.bdf
63	1	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\63_1.bdf
63	2	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\63_2.bdf
63	3	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\63_3.bdf
64	1	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\64_1.bdf
64	2	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\64_2.bdf
64	3	d	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\64_3.bdf
64	1	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\64_1.bdf
64	2	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\64_2.bdf
64	3	d	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\64_3.bdf
64	1	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\64_1.bdf
64	2	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\64_2.bdf
64	3	d	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\64_3.bdf
64	1	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\64_1.bdf
64	2	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\64_2.bdf
64	3	r	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\64_3.bdf
64	1	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\64_1.bdf
64	2	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\64_2.bdf
64	3	r	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\64_3.bdf
64	1	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\64_1.bdf
64	2	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\64_2.bdf
64	3	r	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\64_3.bdf
64	1	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\64_1.bdf
64	2	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\64_2.bdf
64	3	w	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\64_3.bdf
64	1	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\64_1.bdf
64	2	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\64_2.bdf
64	3	w	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\64_3.bdf
64	1	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\64_1.bdf
64	2	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\64_2.bdf
64	3	w	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\64_3.bdf
65	1	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\65_1.bdf
65	2	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\65_2.bdf
65	3	d	1	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL1_7AM\65_3.bdf
65	1	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\65_1.bdf
65	2	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\65_2.bdf
65	3	d	2	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL2_11AM\65_3.bdf
65	1	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\65_1.bdf
65	2	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\65_2.bdf
65	3	d	3	3	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_3\THURSDAY_6_21_12\TRIAL3_3PM\65_3.bdf
65	1	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\65_1.bdf
65	2	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\65_2.bdf
65	3	r	1	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL1_7am\65_3.bdf
65	1	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\65_1.bdf
65	2	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\65_2.bdf
65	3	r	2	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL2_11AM\65_3.bdf
65	1	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\65_1.bdf
65	2	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\65_2.bdf
65	3	r	3	1	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_1\THURSDAY_06_07_12\TRIAL3_3PM\65_3.bdf
65	1	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\65_1.bdf
65	2	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\65_2.bdf
65	3	w	1	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL1_7AM\65_3.bdf
65	1	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\65_1.bdf
65	2	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\65_2.bdf
65	3	w	2	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL2_11AM\65_3.bdf
65	1	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\65_1.bdf
65	2	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\65_2.bdf
65	3	w	3	2	C:\LRC\2012_FALL\EEG_ONR_DAY\WEEK_2\THURSDAY_6_14_12\TRIAL3_3PM\65_3.bdf
